20
889 1664
232 825 389
782 222 927
37 811 105
263 306 487
868 485 382
116 131 981
475 878 300
651 491 791
251 154 358
395 796 559
16 723 557
343 429 915
516 349 928
712 276 92
137 139 915
851 285 754
415 395 477
15 801 479
192 154 631
669 479 694
321 779 241
835 584 125
676 451 682
563 66 264
842 450 115
4 102 847
100 193 121
188 332 644
824 775 996
23 470 90
143 599 703
725 768 547
811 810 674
220 7 461
667 432 355
638 533 751
277 189 604
568 651 566
681 578 977
116 260 240
622 795 954
748 352 261
305 175 782
257 238 70
557 187 903
692 337 627
827 219 882
49 457 757
159 625 229
75 544 780
328 505 835
453 126 957
263 503 737
722 11 284
643 739 746
4 400 778
854 654 35
199 725 148
759 830 792
375 64 685
78 798 355
681 359 63
39 194 612
378 278 286
333 702 118
774 461 470
353 243 996
742 48 355
774 875 753
855 573 256
38 336 797
272 785 707
465 24 248
684 266 286
112 407 661
799 563 741
799 535 952
265 869 653
176 475 214
144 604 72
859 340 475
759 597 911
264 721 801
207 437 566
875 393 568
115 374 864
798 867 871
601 661 635
229 197 123
347 770 567
506 754 465
204 75 943
730 343 640
106 654 877
526 37 430
252 620 123
746 153 947
284 676 333
643 410 535
468 493 458
294 269 780
755 516 181
260 350 109
741 880 355
495 268 794
417 770 898
354 817 419
800 395 9
275 175 500
510 661 208
575 498 116
341 185 253
6 576 803
441 565 70
304 611 587
871 844 79
311 481 637
873 649 354
656 754 446
489 188 459
341 629 880
289 645 693
753 412 827
20 567 437
437 107 149
656 486 670
618 532 475
521 38 912
60 119 865
645 420 252
773 449 176
863 611 959
833 699 942
150 843 115
333 541 319
134 555 339
805 181 799
773 312 344
176 56 443
302 818 730
824 748 732
856 520 31
653 643 390
196 296 683
208 355 82
18 551 715
386 669 688
626 600 95
457 685 812
541 670 815
501 490 549
871 258 49
672 435 557
264 537 299
688 388 918
470 520 965
7 601 472
128 843 363
269 825 555
14 266 845
433 459 284
260 275 459
575 504 46
64 577 920
616 481 782
359 126 46
719 251 582
613 335 94
93 9 879
837 779 569
610 734 104
657 393 629
543 153 459
369 467 123
295 661 556
781 706 662
235 162 288
202 763 989
537 430 119
639 197 582
504 501 596
710 406 824
740 257 119
267 301 516
732 274 21
545 317 35
452 341 708
242 266 438
782 657 736
439 516 872
517 817 395
538 512 207
73 349 47
638 2 136
32 597 16
107 318 473
455 164 462
630 664 248
680 700 686
363 533 759
664 79 339
799 168 511
364 861 150
650 466 632
802 451 197
122 301 413
727 445 273
34 266 239
517 57 763
861 501 957
289 862 963
198 14 989
256 839 642
158 467 83
133 632 769
502 89 52
163 530 374
718 812 774
803 335 378
567 691 145
840 838 912
459 441 774
289 674 482
205 407 421
190 618 834
307 138 411
778 856 754
57 841 786
372 342 881
356 98 678
337 768 444
245 848 694
178 660 331
442 550 595
89 90 399
812 710 119
710 435 475
293 307 905
833 339 662
413 119 437
572 722 644
553 872 89
848 739 670
739 607 954
879 220 86
670 823 705
446 279 55
319 287 753
688 670 291
742 582 920
556 788 662
808 686 208
192 312 920
259 467 420
382 176 512
97 865 816
752 444 171
657 877 931
163 459 80
97 24 202
82 835 428
553 759 278
533 457 385
309 754 389
543 840 116
264 177 644
15 130 785
169 33 301
509 514 70
117 54 488
675 112 70
371 303 431
322 838 62
788 82 581
690 229 843
709 312 401
1 335 426
327 286 39
800 454 593
139 58 471
534 816 998
638 125 323
222 302 626
705 313 45
716 107 188
232 420 901
446 140 781
337 632 306
277 769 873
507 811 353
33 424 927
233 281 80
416 324 852
205 373 603
774 301 543
379 628 188
676 326 582
459 69 295
564 617 518
560 683 285
686 780 361
266 678 257
143 370 741
521 601 451
862 523 89
856 760 945
225 735 141
647 54 169
443 60 715
660 402 487
655 466 98
384 319 495
614 256 378
485 30 96
631 503 25
195 359 560
17 392 618
624 512 66
178 105 769
551 496 852
560 268 661
288 189 569
449 287 653
119 705 414
483 875 541
516 567 825
49 295 315
108 798 811
842 313 246
447 245 674
58 639 596
473 236 237
576 781 885
596 26 898
217 737 993
771 592 69
750 523 148
727 833 310
704 3 411
491 492 331
66 680 332
520 364 332
317 34 861
274 183 967
673 696 911
10 486 470
82 48 701
669 780 691
287 49 7
304 542 876
153 722 839
13 203 149
348 601 973
37 50 212
793 38 256
575 58 761
416 654 838
240 676 868
358 443 87
298 636 902
831 796 696
7 273 172
241 282 670
787 160 666
125 28 489
844 623 576
120 583 236
522 534 656
714 461 924
584 307 994
228 77 827
699 513 935
50 591 949
797 144 429
398 828 581
560 565 916
50 768 944
16 285 195
2 274 261
230 286 246
450 846 461
628 157 977
65 871 343
8 200 132
756 37 756
847 538 295
494 852 167
187 321 194
435 746 240
13 308 501
586 854 602
247 533 734
287 112 770
119 453 826
164 545 576
662 536 715
80 194 457
500 743 695
534 234 686
237 464 906
557 734 97
569 375 636
736 501 397
146 372 577
382 34 175
853 150 127
515 590 855
431 818 604
406 835 334
414 147 515
538 148 346
722 376 520
230 314 890
555 483 48
621 230 950
429 559 137
550 422 912
163 579 819
445 741 604
841 246 158
313 282 553
867 787 183
403 43 774
129 29 91
639 211 335
668 495 566
593 292 583
765 810 913
648 358 505
651 788 687
280 224 567
765 419 814
836 588 86
580 42 639
541 530 617
809 68 651
112 504 636
811 472 9
634 101 821
88 78 638
128 362 395
409 643 290
827 571 189
426 171 404
607 299 614
201 383 814
252 228 603
759 45 94
727 463 217
266 243 870
34 775 325
217 878 421
594 750 78
337 75 356
471 492 48
738 647 922
583 133 633
651 265 942
414 192 62
861 833 526
686 93 804
236 820 49
283 484 200
197 336 399
185 72 719
830 654 820
839 876 626
136 869 151
6 603 406
37 418 166
611 732 784
196 615 491
123 796 85
404 673 249
553 572 547
508 26 332
152 499 34
624 243 38
445 113 75
27 227 486
648 2 232
541 781 959
222 602 114
240 557 750
196 651 879
681 419 770
854 597 314
561 306 372
180 568 890
410 275 827
225 582 907
414 585 740
282 579 40
639 127 863
75 870 791
291 281 71
305 775 830
243 838 922
681 576 472
524 404 96
262 617 561
346 449 322
687 389 790
647 563 173
183 837 958
845 416 639
562 444 707
627 192 848
465 51 896
87 437 660
848 731 309
873 278 546
139 160 844
128 461 765
639 746 669
23 837 502
657 19 711
93 775 91
462 322 693
588 213 905
727 107 22
130 256 454
769 27 886
371 73 18
130 626 868
614 64 751
402 185 762
421 779 893
758 148 438
27 585 751
787 235 658
8 325 351
868 96 293
286 814 287
129 171 342
296 714 878
847 214 356
104 336 702
46 688 354
482 220 748
334 36 304
429 252 505
715 589 612
445 329 665
341 669 752
32 557 197
383 402 769
178 48 33
280 115 383
351 190 824
147 8 191
86 43 874
794 7 929
799 36 63
750 82 201
140 835 323
571 682 829
801 663 763
657 45 149
176 740 925
879 44 433
453 244 545
133 153 28
335 368 349
187 392 384
206 711 394
87 426 300
674 777 958
532 55 102
693 178 749
707 547 278
286 580 522
845 686 436
334 238 409
385 681 238
129 798 492
109 744 445
334 830 791
341 131 939
745 274 863
726 411 166
569 445 185
854 132 26
421 725 992
661 150 552
617 371 439
335 458 362
17 657 608
289 616 320
837 216 288
158 233 904
464 198 415
60 212 530
339 519 100
660 788 517
300 368 551
753 848 505
265 645 378
310 730 818
770 58 810
810 177 598
345 538 21
474 484 901
163 653 414
538 91 751
320 360 853
540 763 768
875 443 856
413 594 859
632 151 72
377 212 535
879 100 868
556 441 566
275 778 480
200 397 801
791 768 504
91 859 762
27 597 46
850 156 638
610 649 866
302 94 864
16 523 586
172 205 45
463 51 378
515 264 284
749 470 513
63 814 191
38 461 490
38 52 684
876 230 54
469 614 450
579 443 624
145 166 655
320 748 937
277 790 438
298 17 946
824 381 863
653 593 714
697 772 403
417 825 402
603 133 496
376 848 733
262 692 452
243 588 41
384 233 957
67 843 591
165 550 27
121 175 873
182 516 916
53 233 408
735 21 698
241 413 723
853 511 888
733 285 588
582 616 101
739 471 942
86 556 390
178 313 509
863 800 898
133 463 165
219 6 71
328 229 890
380 650 344
402 427 32
796 462 170
878 755 82
854 315 270
773 408 38
132 219 593
414 203 853
653 848 405
83 520 422
540 803 925
395 834 61
256 289 324
352 50 154
176 867 402
447 515 99
694 601 448
195 721 214
117 334 191
123 351 198
282 104 459
688 439 208
90 464 96
493 471 747
57 436 423
762 848 714
37 652 927
297 816 834
829 366 526
561 613 811
777 188 118
203 763 875
697 149 618
359 389 727
831 743 966
161 868 964
734 517 84
13 838 295
252 298 45
736 733 688
68 184 887
471 679 720
773 364 731
8 280 564
550 747 265
214 523 330
225 288 692
677 15 12
478 446 216
320 539 757
240 520 821
172 163 378
231 230 525
316 697 849
486 298 28
679 586 412
566 257 141
585 748 939
576 669 171
488 223 376
26 660 874
703 496 151
781 314 508
862 780 822
678 253 68
369 107 689
25 200 265
823 629 173
481 270 745
755 521 341
10 507 947
153 532 920
317 421 917
575 237 580
259 218 427
262 14 408
796 159 696
567 167 362
480 723 608
860 691 620
595 197 593
532 866 681
771 652 854
232 805 245
27 344 475
265 408 742
219 135 588
720 325 651
491 247 276
299 162 718
190 160 552
286 494 558
129 623 90
75 259 715
766 149 175
287 169 923
92 379 833
75 135 1
771 364 964
106 527 383
457 743 19
77 539 553
236 707 680
456 763 959
713 656 170
639 507 515
809 588 597
381 2 797
644 427 982
810 492 380
98 583 554
3 497 406
88 809 632
528 69 703
15 67 429
202 54 201
203 225 773
627 186 486
536 605 9
218 219 77
241 750 70
785 578 739
719 755 514
493 712 142
482 445 29
251 745 738
253 579 629
805 188 998
866 325 9
760 557 157
579 625 749
596 308 577
361 476 93
847 117 310
616 452 212
769 287 9
664 70 416
781 283 539
651 611 530
111 647 692
29 599 596
120 607 228
519 393 197
419 694 154
683 800 593
437 706 747
555 432 118
262 52 357
118 648 339
600 372 506
668 229 649
232 642 950
502 246 311
197 462 194
246 26 47
430 612 128
390 329 398
99 347 689
475 337 298
590 31 161
585 163 877
155 186 898
823 717 632
729 320 20
87 766 417
8 226 887
778 657 205
879 292 940
352 362 514
8 262 298
444 345 16
762 170 695
697 680 281
500 352 542
25 445 868
287 218 706
783 379 231
760 221 618
613 158 357
535 616 630
641 519 809
204 120 835
792 630 554
791 805 276
577 273 383
594 270 515
346 479 117
786 533 728
410 482 653
163 99 31
269 858 878
51 784 589
589 656 364
586 450 582
456 101 11
328 515 649
597 422 983
525 680 595
421 801 9
414 301 422
135 827 662
57 607 559
140 518 763
211 489 280
621 369 196
44 175 791
511 563 579
462 159 200
274 734 238
647 654 22
73 777 755
200 322 599
342 112 452
149 44 986
701 542 581
831 350 635
391 799 926
633 44 696
432 592 618
856 619 441
501 757 524
470 124 566
804 466 72
335 142 782
484 463 897
357 459 148
474 518 188
662 390 244
420 13 213
192 227 270
306 61 720
852 190 470
605 820 292
509 847 298
709 331 704
705 308 681
88 104 863
800 489 829
373 747 63
528 533 114
109 92 595
569 421 247
377 414 309
247 263 170
763 256 446
316 474 721
201 336 464
609 429 150
418 513 4
198 251 157
472 76 584
172 38 300
859 90 320
458 441 282
152 67 142
62 553 473
334 634 730
356 11 261
729 357 778
454 3 627
591 870 357
262 255 373
465 35 22
20 645 152
230 638 972
728 494 363
622 486 894
341 426 775
588 93 34
330 626 573
823 152 869
701 705 451
267 606 917
2 650 207
6 625 674
537 202 805
439 292 141
265 277 406
413 760 957
391 181 964
192 572 926
475 613 304
865 459 13
219 670 831
287 339 982
194 17 874
453 506 683
832 367 372
716 801 498
227 714 220
472 321 20
172 599 749
486 570 491
390 665 499
863 694 408
74 330 461
119 705 656
605 195 25
368 232 326
44 63 500
845 461 378
803 570 218
361 341 91
382 34 2
683 838 261
504 328 53
529 117 552
780 628 315
266 308 370
63 475 519
175 423 372
155 575 516
21 175 745
314 689 722
384 29 358
704 842 222
386 68 968
794 123 819
500 409 225
616 739 926
228 100 652
55 498 623
846 126 621
596 662 733
772 668 940
79 355 208
226 400 706
622 240 359
773 676 978
422 709 450
351 749 164
83 519 175
205 24 373
824 420 456
816 753 529
176 632 219
191 178 933
244 69 904
515 53 763
605 228 777
605 416 819
158 853 731
82 330 515
396 265 696
195 591 318
822 228 439
514 46 178
543 113 632
701 466 981
344 549 134
238 632 716
708 39 478
378 754 848
676 616 824
526 527 479
848 64 657
158 206 879
386 458 673
498 672 13
71 635 994
606 2 433
707 272 434
737 131 927
266 396 470
529 360 15
209 364 562
712 604 902
827 816 122
278 568 936
111 635 314
569 100 568
448 607 274
119 339 450
873 280 637
56 624 970
83 168 450
360 19 95
129 401 384
40 384 227
114 172 500
42 749 866
880 304 936
850 449 408
209 367 302
186 556 796
634 511 771
223 207 15
858 756 268
801 436 750
420 401 168
681 187 373
183 638 914
649 709 859
342 81 483
442 471 205
38 654 696
704 85 958
632 139 841
739 744 721
857 523 827
262 296 489
134 880 432
591 167 342
76 416 337
592 236 331
61 150 843
779 332 73
484 810 556
544 112 776
151 823 335
443 158 219
878 255 469
610 741 534
280 572 593
181 219 934
228 487 582
349 654 697
601 696 202
513 53 899
866 802 382
19 226 462
437 39 579
160 377 507
169 109 516
327 80 139
774 768 583
483 212 172
675 204 536
78 584 234
490 173 110
571 553 477
35 153 271
508 189 724
81 714 811
243 338 686
532 823 760
879 689 373
469 169 783
31 755 468
310 771 640
105 134 98
425 582 413
681 666 136
49 621 731
284 48 958
197 515 952
388 197 402
3 632 143
289 535 748
297 744 210
147 277 570
441 119 740
644 356 705
390 859 499
720 722 523
825 569 71
723 249 102
305 107 208
468 155 584
765 772 901
814 723 926
487 254 136
417 792 678
437 446 627
469 577 885
764 91 289
455 720 512
811 81 292
649 63 922
283 675 827
348 108 460
268 677 414
149 717 756
731 691 237
841 847 953
314 263 615
115 283 113
360 216 523
143 778 863
379 480 320
50 706 502
640 767 786
734 515 397
138 861 480
116 281 443
865 761 832
17 265 192
405 800 153
338 735 993
139 721 449
6 752 427
53 288 447
256 703 422
188 758 838
366 24 623
667 690 855
781 688 97
294 570 642
878 508 794
844 196 731
407 664 60
803 380 830
19 88 762
410 558 137
769 764 558
579 224 320
204 98 521
756 102 805
570 270 934
780 91 55
550 309 262
876 605 63
347 731 553
485 829 672
691 449 689
158 513 375
44 615 187
847 100 728
779 182 801
302 206 95
689 824 905
114 172 499
374 110 51
85 429 782
736 177 6
204 858 63
470 786 218
436 696 224
281 535 868
652 197 107
227 374 128
548 814 466
270 151 5
809 587 2
3 583 188
688 817 264
59 82 724
138 7 300
869 565 967
307 426 778
832 560 832
344 17 532
498 802 649
827 122 178
870 191 880
454 741 679
344 365 729
533 635 874
829 374 88
62 396 577
861 352 926
117 781 63
739 703 15
605 300 293
748 529 406
750 376 87
37 328 987
528 333 584
845 142 584
836 629 701
189 76 928
32 49 552
628 134 777
591 581 941
620 78 161
511 179 585
74 878 392
527 54 534
854 1758
39 318 331
222 424 155
618 508 944
708 237 230
563 588 812
248 566 902
700 599 272
683 537 274
156 111 256
761 682 445
317 734 723
243 654 902
777 207 941
225 334 521
811 523 405
304 486 742
759 841 401
501 584 57
166 313 899
216 161 143
363 651 257
398 267 598
771 629 184
493 162 470
218 110 166
528 483 418
435 336 998
526 114 555
672 412 637
548 484 947
402 444 907
172 97 232
228 621 289
214 68 682
844 178 891
768 117 632
58 273 568
408 380 733
364 52 314
65 346 229
106 38 753
253 640 85
397 405 958
710 101 355
589 287 270
48 686 426
464 731 299
716 753 795
532 480 991
76 501 71
304 46 883
111 69 742
369 402 96
331 411 894
586 176 830
195 151 823
504 807 241
598 344 308
706 583 366
819 240 365
71 215 363
189 740 941
803 206 243
252 521 472
474 378 177
686 329 471
326 59 20
228 621 422
759 124 604
236 333 231
636 723 448
587 719 49
369 531 168
834 411 776
218 337 949
730 316 786
134 183 110
350 250 823
511 761 972
682 281 731
94 204 300
208 762 752
854 203 301
395 710 901
593 492 161
195 585 971
71 27 406
4 91 623
670 425 654
466 249 385
495 7 421
301 22 811
18 680 836
607 553 996
12 510 87
226 511 514
714 528 299
368 382 428
414 8 777
752 365 494
236 257 877
484 632 628
599 73 149
137 456 666
393 125 519
559 279 905
503 109 11
212 37 711
450 721 150
179 590 33
142 840 273
489 650 12
37 439 413
32 820 732
253 455 836
383 539 530
383 202 307
103 440 127
472 59 403
229 191 391
368 310 186
735 726 638
175 830 409
83 785 521
457 623 408
506 669 215
789 770 45
650 710 426
831 467 829
189 525 102
19 31 387
810 423 380
414 84 678
512 133 957
622 46 948
511 319 702
792 380 825
738 106 58
489 650 358
30 151 383
458 418 197
332 1 137
60 17 950
214 95 851
90 384 58
693 654 499
20 818 92
136 727 936
435 105 72
401 85 656
350 358 621
581 836 371
508 591 755
464 204 460
122 635 490
567 588 228
819 501 960
844 191 707
267 628 718
223 340 250
342 762 799
545 379 625
381 484 315
837 792 693
595 553 661
72 443 861
508 253 945
435 64 729
217 58 326
465 199 499
338 285 615
596 380 271
685 174 212
472 477 969
399 227 493
26 686 479
377 661 235
686 158 447
736 671 557
558 353 75
440 201 52
787 562 24
521 10 392
211 846 555
353 387 955
8 134 244
845 47 705
419 466 971
219 258 690
740 538 491
338 291 140
716 277 143
323 167 906
180 548 771
66 497 952
30 290 868
582 369 135
299 168 724
468 438 803
165 527 856
806 206 730
26 233 257
448 391 275
27 472 644
365 745 192
854 846 64
456 697 453
544 563 644
624 484 108
60 681 138
241 831 656
749 497 91
130 745 745
583 351 359
362 677 710
47 162 726
173 642 518
396 82 502
357 555 918
130 455 731
178 829 136
22 197 495
608 268 315
446 803 388
336 55 866
570 68 424
360 317 204
521 658 495
368 383 64
105 306 605
612 10 246
31 505 337
385 26 513
523 700 562
277 227 967
571 372 732
692 72 736
566 400 256
537 409 158
467 234 6
596 716 879
740 376 870
168 605 183
759 47 51
649 827 546
339 142 722
141 766 216
232 700 53
617 419 341
803 574 362
693 682 734
562 195 700
434 333 993
720 515 272
95 469 249
473 348 384
50 767 745
679 470 676
787 623 616
47 648 967
261 56 652
844 744 396
307 315 182
395 187 71
435 433 411
669 618 998
69 639 914
789 36 833
783 11 524
411 751 733
376 836 765
759 34 834
43 395 914
658 614 51
416 560 428
704 183 547
77 224 476
547 630 915
200 451 237
24 580 110
777 296 815
778 356 680
279 147 254
92 239 605
283 832 776
62 78 812
540 460 844
57 194 801
293 47 170
725 801 908
100 275 638
312 147 865
583 819 816
34 181 11
136 156 706
428 94 288
334 734 340
835 277 773
669 690 987
734 223 404
